x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25,y_26,y_27,y_28,y_29,y_30,y_31,y_32,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16,z_17,z_18,z_19,z_20,z_21,z_22,z_23,z_24,z_25,z_26,z_27,z_28,z_29,z_30,z_31,z_32,label
0.3550061583518982,0.3807973265647888,0.39281272888183594,0.4046023488044739,0.3571544587612152,0.3516446352005005,0.34610092639923096,0.42326006293296814,0.3521856367588043,0.37347033619880676,0.345721572637558,0.5167746543884277,0.3003537356853485,0.5929792523384094,0.3055746555328369,0.5366742610931396,0.23470894992351532,0.5410230159759521,0.17635758221149445,0.5094518661499023,0.18288764357566833,0.5036431550979614,0.21366792917251587,0.639873743057251,0.5291500687599182,0.8051392436027527,0.6721365451812744,0.9026890993118286,0.7658872008323669,0.9003223180770874,0.7600780129432678,0.9370511174201965,0.8008579611778259,0.5301414132118225,0.5181208252906799,0.5186877250671387,0.5194568634033203,0.5166683793067932,0.5162875056266785,0.5158741474151611,0.5293981432914734,0.5255037546157837,0.550589382648468,0.547972559928894,0.6289602518081665,0.6290122270584106,0.742353081703186,0.7413205504417419,0.8425002098083496,0.8283783793449402,0.8650134801864624,0.8360444903373718,0.8638097047805786,0.8392618894577026,0.8574038743972778,0.8379762768745422,0.7822340130805969,0.7936285138130188,0.7702463865280151,0.7781814336776733,0.745977520942688,0.7370916604995728,0.7310270071029663,0.7281149625778198,0.7546504735946655,0.7466186285018921,-0.6843947768211365,-0.6611547470092773,-0.6614405512809753,-0.6618238687515259,-0.6389613151550293,-0.6390906572341919,-0.6390569806098938,-0.5125253796577454,-0.41931772232055664,-0.6302897334098816,-0.6045371294021606,-0.5820983648300171,-0.15276296436786652,-0.6006150841712952,-0.07058368623256683,-0.7527230381965637,-0.24114979803562164,-0.8659349083900452,-0.28077754378318787,-0.8719295263290405,-0.3551216125488281,-0.7625733017921448,-0.2805519700050354,-0.1237383708357811,0.12308525294065475,0.3602425456047058,0.6621679663658142,0.9256328344345093,1.2357392311096191,0.9864807724952698,1.296628713607788,0.9218900799751282,1.2615289688110352,cobra
0.3623104393482208,0.38823652267456055,0.3999117612838745,0.4108085632324219,0.3615250885486603,0.35490596294403076,0.348572701215744,0.42641833424568176,0.3524559736251831,0.38039180636405945,0.3494790196418762,0.5168956518173218,0.30035752058029175,0.5929788947105408,0.3048870861530304,0.5367226004600525,0.2344479262828827,0.5410890579223633,0.17609213292598724,0.509477436542511,0.18277756869792938,0.503648042678833,0.21354319155216217,0.6396287679672241,0.5286304950714111,0.8022279739379883,0.6729637384414673,0.9026811122894287,0.7660025954246521,0.9003004431724548,0.7602320313453674,0.9376702308654785,0.8003777265548706,0.5301910638809204,0.518096923828125,0.5186953544616699,0.5195088386535645,0.5165697336196899,0.5161674618721008,0.5157003998756409,0.5293499827384949,0.5254592299461365,0.5505801439285278,0.548010528087616,0.6289200782775879,0.6285852789878845,0.7423311471939087,0.7412099242210388,0.8424326181411743,0.8284610509872437,0.8649454116821289,0.8360494375228882,0.8637337684631348,0.8392592668533325,0.8573306798934937,0.8379858136177063,0.7821467518806458,0.7934783697128296,0.7705555558204651,0.7781211137771606,0.7460050582885742,0.7372112274169922,0.7310720086097717,0.7283011078834534,0.7546737194061279,0.7466227412223816,-0.6876901388168335,-0.6627987623214722,-0.6630776524543762,-0.6634538173675537,-0.6426928043365479,-0.6428276300430298,-0.6427753567695618,-0.5106414556503296,-0.4254845082759857,-0.631148636341095,-0.6081599593162537,-0.5753354430198669,-0.15524639189243317,-0.5909985303878784,-0.07319042086601257,-0.7394191026687622,-0.2441580891609192,-0.851027250289917,-0.28403446078300476,-0.8579886555671692,-0.3572785556316376,-0.7498212456703186,-0.2829558551311493,-0.12292242795228958,0.12225507944822311,0.3600246012210846,0.6513190865516663,0.9153513312339783,1.2147610187530518,0.9745512008666992,1.274422287940979,0.9113005995750427,1.2376848459243774,cobra
0.36587294936180115,0.3919696509838104,0.40347611904144287,0.4141997992992401,0.3642778694629669,0.3572731912136078,0.350728303194046,0.4287629723548889,0.35329926013946533,0.38313183188438416,0.35158202052116394,0.5169525146484375,0.3003309667110443,0.5930030941963196,0.30424660444259644,0.5368115901947021,0.23440498113632202,0.5411834120750427,0.17602911591529846,0.5095086097717285,0.18282128870487213,0.5036553144454956,0.21354614198207855,0.6392735242843628,0.5279497504234314,0.8004586100578308,0.674310564994812,0.9009236097335815,0.7656828165054321,0.9002496600151062,0.7602481245994568,0.9376067519187927,0.7995703220367432,0.5297247171401978,0.5179044604301453,0.5186079144477844,0.5195215344429016,0.5161802172660828,0.5157524347305298,0.5152290463447571,0.5293580293655396,0.5253104567527771,0.5501911640167236,0.547576904296875,0.6288955211639404,0.6281886696815491,0.7422258853912354,0.741111159324646,0.8422797918319702,0.8284837007522583,0.8648113012313843,0.8360539674758911,0.8636351823806763,0.8392478227615356,0.8572295904159546,0.8379923701286316,0.7819730043411255,0.7934147715568542,0.7706541419029236,0.7779701352119446,0.74579918384552,0.7372140884399414,0.7311956882476807,0.7284731864929199,0.7546822428703308,0.7466248273849487,-0.6910763382911682,-0.665148138999939,-0.6654222011566162,-0.6657950282096863,-0.6461883187294006,-0.6463267207145691,-0.64626145362854,-0.5103289484977722,-0.4297678768634796,-0.6329173445701599,-0.6116507053375244,-0.5728738307952881,-0.15832306444644928,-0.5869694352149963,-0.07710035890340805,-0.7323732376098633,-0.249031201004982,-0.8432098627090454,-0.28906694054603577,-0.8501877784729004,-0.36163055896759033,-0.7428454756736755,-0.28752607107162476,-0.12198905646800995,0.12131612747907639,0.3598353862762451,0.6457938551902771,0.909326434135437,1.2036973237991333,0.9678915143013,1.2627427577972412,0.9048581719398499,1.224949598312378,cobra
0.36552247405052185,0.392503023147583,0.4041194021701813,0.4150223731994629,0.36570027470588684,0.3591633141040802,0.3531094789505005,0.4304453432559967,0.35722243785858154,0.3821888267993927,0.351721853017807,0.5169685482978821,0.3002960681915283,0.5931453704833984,0.3033483624458313,0.5369292497634888,0.2344214916229248,0.5413486957550049,0.17620378732681274,0.5095877051353455,0.18348202109336853,0.5036888718605042,0.21388806402683258,0.6388508081436157,0.5276184678077698,0.7996147274971008,0.6762125492095947,0.8999292254447937,0.7654667496681213,0.900223433971405,0.7602468132972717,0.9375193119049072,0.7990270853042603,0.529528021812439,0.5179225206375122,0.5186593532562256,0.5195903778076172,0.5158383250236511,0.5152710676193237,0.514556884765625,0.5297458171844482,0.5250512957572937,0.5501607656478882,0.5472376346588135,0.6289247274398804,0.6277753710746765,0.7421706914901733,0.7409296035766602,0.8421538472175598,0.8284861445426941,0.8646618723869324,0.8360568881034851,0.8635466694831848,0.839217483997345,0.857148289680481,0.8379960060119629,0.7815942168235779,0.7932223677635193,0.7706853747367859,0.7775384187698364,0.7456204295158386,0.7371914386749268,0.7313309907913208,0.7285562753677368,0.7546885013580322,0.7465925812721252,-0.6922633051872253,-0.6664784550666809,-0.6667499542236328,-0.6671221256256104,-0.6471037864685059,-0.6472451686859131,-0.6471797823905945,-0.5107071399688721,-0.4305174648761749,-0.6344391703605652,-0.612756073474884,-0.5733410120010376,-0.16038167476654053,-0.5873903632164001,-0.07899953424930573,-0.7323989868164062,-0.24952948093414307,-0.8432765603065491,-0.2894352078437805,-0.8500856757164001,-0.36169105768203735,-0.7427737712860107,-0.28789737820625305,-0.1217077374458313,0.12103497236967087,0.3608452379703522,0.6450100541114807,0.9083569645881653,1.2034673690795898,0.9667882919311523,1.2627172470092773,0.9029774069786072,1.225073218345642,cobra
0.36556947231292725,0.3931501507759094,0.4046526551246643,0.41554731130599976,0.36717694997787476,0.3609558939933777,0.35519638657569885,0.431582510471344,0.360507071018219,0.38155999779701233,0.3520682752132416,0.5169978737831116,0.3003368675708771,0.5932381749153137,0.3032330572605133,0.5370354056358337,0.23447269201278687,0.5414904952049255,0.17654941976070404,0.5096781253814697,0.1842498928308487,0.5037381052970886,0.214213564991951,0.6386668682098389,0.527553379535675,0.799425482749939,0.6780267357826233,0.8994091749191284,0.7653160691261292,0.900187611579895,0.7602486610412598,0.9374234676361084,0.7987312078475952,0.5289358496665955,0.5177767872810364,0.5186582803726196,0.5196330547332764,0.5152586698532104,0.5145783424377441,0.5137211084365845,0.5299820899963379,0.5246739983558655,0.5497961640357971,0.5465828776359558,0.6290445923805237,0.6274530291557312,0.7421389222145081,0.7408191561698914,0.8421026468276978,0.8284851312637329,0.8645641207695007,0.8360562324523926,0.8634954690933228,0.8391807675361633,0.8571060299873352,0.8379969596862793,0.7814902067184448,0.7931252717971802,0.770712673664093,0.7766677737236023,0.7454794645309448,0.7371508479118347,0.7314565181732178,0.7286070585250854,0.7546927332878113,0.7465774416923523,-0.6913236379623413,-0.6656087040901184,-0.6658807396888733,-0.6662530899047852,-0.6459973454475403,-0.6461411714553833,-0.6460751891136169,-0.5101068019866943,-0.429945170879364,-0.6338924765586853,-0.6121204495429993,-0.5727797150611877,-0.16033750772476196,-0.5863020420074463,-0.0787183940410614,-0.7304988503456116,-0.2482684850692749,-0.8413762450218201,-0.287935733795166,-0.8475370407104492,-0.36026108264923096,-0.7406914830207825,-0.2865946590900421,-0.12165029346942902,0.12097641825675964,0.3607744872570038,0.6449026465415955,0.9064401388168335,1.2032976150512695,0.9647799730300903,1.2625446319580078,0.9013528823852539,1.2254747152328491,cobra
0.36539140343666077,0.39325371384620667,0.4047008156776428,0.4156052768230438,0.3680240511894226,0.36202433705329895,0.35645195841789246,0.4323978126049042,0.3629716634750366,0.3811132311820984,0.35221952199935913,0.5170018076896667,0.30046194791793823,0.5935731530189514,0.3031511604785919,0.5371534824371338,0.23464840650558472,0.541615903377533,0.17718756198883057,0.5097728967666626,0.18529446423053741,0.503815233707428,0.21475423872470856,0.6384766697883606,0.5275031924247742,0.7991784811019897,0.6787390112876892,0.8987908363342285,0.7651623487472534,0.9001659750938416,0.7602509260177612,0.9373910427093506,0.7984563112258911,0.5276170969009399,0.5170257091522217,0.5181677341461182,0.519377589225769,0.5142658352851868,0.5135442018508911,0.5126656293869019,0.5299909114837646,0.523944616317749,0.5486820340156555,0.5451496839523315,0.6290719509124756,0.6270782351493835,0.7421247363090515,0.7405508756637573,0.8420560956001282,0.8284575343132019,0.8644872903823853,0.8360460996627808,0.8634634017944336,0.8391472101211548,0.8570820093154907,0.8379934430122375,0.7815048694610596,0.7931199073791504,0.7707349061965942,0.7761965990066528,0.7453986406326294,0.7371062636375427,0.7316060066223145,0.7286534309387207,0.7546865940093994,0.7465675473213196,-0.6889470815658569,-0.6630924940109253,-0.6633686423301697,-0.6637453436851501,-0.6433748602867126,-0.6435192227363586,-0.6434536576271057,-0.5068960189819336,-0.42780765891075134,-0.63173907995224,-0.6100289821624756,-0.5708566904067993,-0.1592285931110382,-0.5854583978652954,-0.07866921275854111,-0.7290380001068115,-0.24854037165641785,-0.839964747428894,-0.28821563720703125,-0.8456878066062927,-0.3601127564907074,-0.7390882968902588,-0.2867628335952759,-0.12164713442325592,0.12097222357988358,0.36107662320137024,0.646375834941864,0.9068835973739624,1.206370234489441,0.965366780757904,1.2656044960021973,0.901759147644043,1.2277237176895142,cobra
0.3655189573764801,0.39368709921836853,0.40507787466049194,0.4159664511680603,0.3689103424549103,0.3630220592021942,0.3575136959552765,0.43331778049468994,0.3647313416004181,0.38078317046165466,0.3524289131164551,0.5170114040374756,0.3006440997123718,0.593761682510376,0.30294156074523926,0.5372001528739929,0.2348496913909912,0.5416586995124817,0.17795632779598236,0.5097965002059937,0.18648894131183624,0.5038315057754517,0.21537579596042633,0.638279914855957,0.527393639087677,0.7982292771339417,0.6793264746665955,0.8987120985984802,0.7649909257888794,0.9002197980880737,0.7602446675300598,0.9373313784599304,0.7980557680130005,0.5267117023468018,0.5165272951126099,0.517845630645752,0.5192165970802307,0.5135242342948914,0.5127623081207275,0.5118458867073059,0.5299993753433228,0.523398756980896,0.547906219959259,0.5441696047782898,0.629138171672821,0.6265846490859985,0.7421206831932068,0.7399921417236328,0.8420321345329285,0.8283771276473999,0.8644384145736694,0.8360203504562378,0.8634499311447144,0.8391107320785522,0.8570756912231445,0.8379840850830078,0.7814916968345642,0.7930318713188171,0.7707497477531433,0.7756853103637695,0.7452787756919861,0.7370532751083374,0.7316229343414307,0.7286592125892639,0.7546899914741516,0.7465585470199585,-0.6920011043548584,-0.6661616563796997,-0.666435956954956,-0.6668137311935425,-0.6461172699928284,-0.6462655067443848,-0.6461989283561707,-0.50887131690979,-0.4297202229499817,-0.6347460150718689,-0.6126884818077087,-0.573047399520874,-0.16050180792808533,-0.589244544506073,-0.08154945075511932,-0.7331797480583191,-0.2525098919868469,-0.845196545124054,-0.29263514280319214,-0.8506627678871155,-0.36471477150917053,-0.7432861924171448,-0.29089322686195374,-0.1218709945678711,0.1211910992860794,0.3619140684604645,0.6505025029182434,0.9094833135604858,1.2152940034866333,0.9684523940086365,1.2751187086105347,0.904028058052063,1.2366223335266113,cobra
0.36629027128219604,0.3951781690120697,0.4064578711986542,0.41727229952812195,0.3706798255443573,0.36477261781692505,0.3592325747013092,0.43452802300453186,0.3672512173652649,0.38082265853881836,0.3533875644207001,0.5171414613723755,0.301228791475296,0.5938621759414673,0.3028096854686737,0.53724604845047,0.23500658571720123,0.541700005531311,0.17856621742248535,0.5098279118537903,0.18756917119026184,0.5038711428642273,0.21600225567817688,0.638259768486023,0.5274274349212646,0.796840488910675,0.680304229259491,0.9005986452102661,0.765204131603241,0.9010567665100098,0.7607183456420898,0.9384426474571228,0.7981640100479126,0.5256694555282593,0.5153900384902954,0.5168739557266235,0.5185020565986633,0.5123336911201477,0.5115547180175781,0.510688304901123,0.5298091769218445,0.5223358273506165,0.54693603515625,0.5433424711227417,0.6292711496353149,0.6255768537521362,0.7421199083328247,0.7395021319389343,0.8420203924179077,0.8282831311225891,0.8644277453422546,0.8360093235969543,0.8634456396102905,0.8390994071960449,0.8570723533630371,0.8379796743392944,0.7814925909042358,0.7926779985427856,0.7707911729812622,0.7750378847122192,0.7453097701072693,0.736957311630249,0.7316251993179321,0.7286226153373718,0.7547070384025574,0.7465539574623108,-0.6925524473190308,-0.6669781804084778,-0.6672529578208923,-0.6676306128501892,-0.6465014815330505,-0.6466513276100159,-0.6465876698493958,-0.511175811290741,-0.42998817563056946,-0.6359772086143494,-0.6132234930992126,-0.5774663686752319,-0.1609996259212494,-0.5967341661453247,-0.08290453255176544,-0.7434607744216919,-0.2518376111984253,-0.8562980890274048,-0.2916505038738251,-0.8616385459899902,-0.3637949526309967,-0.7536433935165405,-0.29023054242134094,-0.12288352102041245,0.12218976765871048,0.36008280515670776,0.651602029800415,0.9068769812583923,1.2158348560333252,0.9658464789390564,1.2754995822906494,0.9015467166900635,1.2373251914978027,cobra
0.3670250475406647,0.39593127369880676,0.4071274697780609,0.41797807812690735,0.37182870507240295,0.36593860387802124,0.3603819012641907,0.4357006549835205,0.36871206760406494,0.3808644711971283,0.3541695773601532,0.5174338221549988,0.30157750844955444,0.5940776467323303,0.30266323685646057,0.5372713208198547,0.23506280779838562,0.541706919670105,0.1787194311618805,0.509831428527832,0.18793892860412598,0.503873884677887,0.21632149815559387,0.638224184513092,0.5274550318717957,0.79469233751297,0.6812825798988342,0.9018861651420593,0.7654955387115479,0.9019472002983093,0.7612230181694031,0.9393913149833679,0.7982000708580017,0.5250924825668335,0.51475989818573,0.5163215398788452,0.5181063413619995,0.5117548704147339,0.5109955072402954,0.5101861357688904,0.5297847986221313,0.5219010710716248,0.5462571382522583,0.5428683757781982,0.6293795108795166,0.6252073049545288,0.7421419024467468,0.7393057346343994,0.8420125842094421,0.8281807899475098,0.8644220232963562,0.8360006213188171,0.8634411692619324,0.8390957117080688,0.8570693135261536,0.8379769325256348,0.7815173268318176,0.7926129102706909,0.771023154258728,0.774745523929596,0.745328962802887,0.7368366718292236,0.7316271066665649,0.7285540699958801,0.7546988129615784,0.746473491191864,-0.6925226449966431,-0.6670331358909607,-0.6673078536987305,-0.6676850318908691,-0.646467387676239,-0.6466182470321655,-0.6465550065040588,-0.5118647217750549,-0.4293456971645355,-0.6361557245254517,-0.6131423711776733,-0.5804243087768555,-0.1598595827817917,-0.6038700342178345,-0.08281537890434265,-0.7552362084388733,-0.25140291452407837,-0.8692617416381836,-0.29108330607414246,-0.8743751645088196,-0.3636196255683899,-0.7654205560684204,-0.29007914662361145,-0.12463748455047607,0.12393748015165329,0.3579697012901306,0.6533768177032471,0.9053781032562256,1.2206178903579712,0.9646642804145813,1.280726671218872,0.9003689885139465,1.2427319288253784,cobra
0.36798495054244995,0.3967806100845337,0.4078473448753357,0.4186747670173645,0.373055636882782,0.36720699071884155,0.36165758967399597,0.43667349219322205,0.36988210678100586,0.3811854124069214,0.3550371527671814,0.517635703086853,0.3016871213912964,0.5942482352256775,0.3025517463684082,0.5372940897941589,0.2350940704345703,0.5417138338088989,0.1788308322429657,0.5098348259925842,0.18819306790828705,0.5038769841194153,0.21651490032672882,0.6381400227546692,0.5274710655212402,0.7917357683181763,0.6817018985748291,0.9028639197349548,0.7659304141998291,0.9027122259140015,0.7618712782859802,0.939763069152832,0.8038492202758789,0.5246437788009644,0.514275848865509,0.5158640742301941,0.5177331566810608,0.5112912058830261,0.5105361342430115,0.5097519755363464,0.5296627283096313,0.5213291049003601,0.5456929206848145,0.5423756837844849,0.6294006109237671,0.6246603727340698,0.7421398758888245,0.7391180396080017,0.8419739603996277,0.8280780911445618,0.8644099235534668,0.8359962701797485,0.8634366989135742,0.8390806317329407,0.8570653200149536,0.8379576802253723,0.7815226316452026,0.792481541633606,0.7713601589202881,0.7745770215988159,0.7453733682632446,0.7367334961891174,0.7316319346427917,0.7284464836120605,0.754696249961853,0.7458021640777588,-0.6919839978218079,-0.6665332317352295,-0.6668095588684082,-0.6671857833862305,-0.6454331278800964,-0.6455867886543274,-0.645528256893158,-0.5118383169174194,-0.4272235035896301,-0.6358906030654907,-0.6123522520065308,-0.5815192461013794,-0.15687336027622223,-0.6108316779136658,-0.08131255209445953,-0.767829954624176,-0.24990321695804596,-0.8830618858337402,-0.28960517048835754,-0.8878636956214905,-0.3631831705570221,-0.7780000567436218,-0.2890970706939697,-0.1266937106847763,0.12598992884159088,0.35717010498046875,0.6563917994499207,0.9053781032562256,1.2296735048294067,0.9646931886672974,1.290566325187683,0.900258481502533,1.251548409461975,cobra
